script	dataset	fecha	learning_rate	feature_fraction	lambda_l1	lambda_l2	min_data_in_leaf	num_leaves	prob_corte	max_bin	best_iter	auc
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225026	0.0540549422090408	0.644537614245201	3.13089857412706	90.4107416718034	338	368	0.0236601058768429	31.0735658291407	770	0.793627392770325
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225031	0.0665421966125723	0.74897510499577	4.13798247183877	134.21109924675	193	253	0.0257725078377553	31.0445043227373	580	0.811608534239369
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225043	0.0519959793589078	0.57372555336915	1.74894890264113	124.335179330956	105	503	0.0285179087047436	31.0357928455269	744	0.819868854994672
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225055	0.0118427782985236	0.685440786718391	3.7097950358293	57.718047167873	429	809	0.0255738627021492	31.0652942156958	2128	0.783474671840639
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225107	0.030190968609968	0.843000341753941	3.53688734747266	141.477028481313	179	961	0.0245186645068316	31.0521532203289	1431	0.814070274037146
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225110	0.0759872846381768	0.289425982814282	2.96272860436147	65.2636738319416	282	559	0.0287796065981092	31.0384413950043	340	0.800433816258715
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225113	0.0831794858700596	0.661378650541883	2.28406321111834	26.1674220237182	161	316	0.0290767423440411	31.0532489625803	184	0.817361574695011
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225117	0.0616650402329105	0.360664616664872	1.23459651960729	54.3532630690606	324	699	0.0226447601113614	31.0326190024869	367	0.797186778848928
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225121	0.0471951878122491	0.588767157867551	3.03395100418129	44.8080445436062	268	144	0.0205386334829382	31.0808446837938	421	0.804082235493491
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225141	0.0287102107384999	0.527041215839563	4.69271290781762	145.086871468811	82	222	0.0259496464798576	31.000117863054	1756	0.818497825775311
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225226	0.024917015402898	0.850241819978692	3.96827660202689	111.705662630266	11	277	0.0200704314064933	31.0671202104655	1723	0.82130187720902
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225237	0.0180295066964027	0.779099813080393	2.07954049175896	81.8814158265013	357	130	0.0271360936600104	31.0591661367107	1898	0.789530815823484
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225244	0.0377699068852235	0.942671318497742	1.27734876197792	188.175630666956	412	888	0.0223752512893407	31.0160913761072	1288	0.784141473134584
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225248	0.0707085537233797	0.897429553087568	0.902229840030486	176.240823717671	301	673	0.0229472678079037	31.0920392407141	447	0.796196688054764
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225257	0.0392946636583656	0.61838290853193	1.54691143077798	105.510854483873	137	966	0.0215684336709091	31.0829408996688	861	0.818104465937655
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225303	0.0433399771135009	0.314837378676748	4.3485458624491	75.9925879814546	265	437	0.0298762932816317	31.085622078563	694	0.803193701573085
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225308	0.0878097493601672	0.512016108224634	2.3443969732034	157.14571333956	227	923	0.0240490203411173	31.0082642477217	534	0.810839323188051
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225323	0.0231135026955599	0.754310745489784	2.80371663764527	34.6321968900156	41	460	0.0252032722434524	31.028480295273	863	0.826151158207941
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225327	0.0958315461070015	0.407931771618314	1.06663763363031	73.2986804447137	218	73	0.0211605550251988	31.0151686867634	241	0.808095032938779
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225329	0.0796519404187711	0.388914546585875	0.0471552968883771	37.8479026345303	483	770	0.0265411361272709	31.0771680431848	152	0.775544254717254
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225332	0.0807897583784506	0.465230585314566	1.88662152602774	174.427775712684	387	21	0.0276513125382189	31.0495386221723	262	0.784496979718313
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225334	0.0642831753861537	0.915469028742518	4.54391005096113	125.674600804632	486	802	0.0296720592649217	31.0198591412263	383	0.774931085257815
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225344	0.0986682268564618	0.240471170470119	2.51895609093481	99.882667788188	18	525	0.02679803996798	31.0425218371463	398	0.820089580581143
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225350	0.0942739968245587	0.972637113631936	0.729520138156659	117.339032786549	71	338	0.0274947738780611	31.0937985775054	421	0.818386244443399
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225410	0.0130648763430509	0.720191657968098	0.348049119784264	154.343636114208	239	722	0.0278302090707439	31.0621016941201	2856	0.807092867014856
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225415	0.0348458774034225	0.490773891599383	4.42177925538999	193.942696382874	468	593	0.0242126235763135	31.0878846133484	646	0.776855999750876
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225419	0.0603309470794193	0.332755500049097	4.98870829389489	9.54060279182158	155	85	0.0214573879105592	31.0246198893466	224	0.816807826450479
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225427	0.0191647766786627	0.429099538142327	0.477835202473216	3.36315552849555	391	1014	0.0221189555713499	31.0113339377313	929	0.785962174842616
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225431	0.056093427080923	0.995827603869839	3.40823998849373	23.7005852162838	373	644	0.0232718376066623	31.0687770344717	457	0.787786394202147
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225439	0.0719224913781363	0.815449856949272	3.81757275441487	186.535176468897	59	196	0.0207664783274959	31.0280292152813	594	0.819801788899297
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225442	0.0891040334503487	0.264821220748127	0.287099626293639	168.041802947118	439	842	0.0281508054117148	31.0041576742879	339	0.783215631758096
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225445	0.0451700633129076	0.206635743478546	1.67449830627447	13.751910359133	119	401	0.0247924735680863	31.0969655128822	188	0.81973108407504
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225452	0.0562842790443034	0.679970957262906	3.02443942771284	11.9612456981287	46	463	0.0238333799019262	31.0495541365258	252	0.82360854475838
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225607	0.0101981433962855	0.719172805511343	1.0806013585896	48.0935887944996	19	364	0.0246121066903889	31.0258461311092	2860	0.826328250801828
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225706	0.0109918630768254	0.789721898390332	2.14101274710112	31.5726161874899	18	207	0.0273415829276276	31.0314054200934	2130	0.825429215554581
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225749	0.0232828049940717	0.887624488886283	1.93973654973293	54.4920617767216	13	523	0.0242824097100118	31.0083087744819	1308	0.823204378243179
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225823	0.0112810259272356	0.654985127107178	1.85952089439401	40.7918495909168	44	347	0.0249307209328887	31.0387403850781	1935	0.825833661094952
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225852	0.0133708645972044	0.70155268596727	0.226343865566891	23.306663612205	25	477	0.0267100794234232	31.0325562159609	1063	0.825750003278526
lightgbm_BO	./datasets/dataset_caba.csv	20210731 225951	0.0102693427692641	0.538896731517797	3.28033151346569	38.0284380394807	18	447	0.0248023834857766	31.0284292975613	2128	0.825396644871637
lightgbm_BO	./datasets/dataset_caba.csv	20210731 230013	0.0277874025230086	0.687914284357876	0.807958483352065	47.3725542989605	26	293	0.0253807493041221	31.0296100431631	867	0.824940658618625
