script	dataset	fecha	learning_rate	feature_fraction	lambda_l1	lambda_l2	min_data_in_leaf	num_leaves	prob_corte	max_bin	best_iter	auc
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220005	0.0776368103946879	0.389003020781092	3.31257861835184	138.756069834926	2240	859	0.0242361101601273	31.0757140530557	75	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220057	0.0380235789919243	0.558977794944076	2.97066113678738	117.927271602093	2533	577	0.0249106207401928	31.0747156209844	7028	0.791100140300388
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220119	0.076930927790454	0.59410832914873	4.94690584349883	135.958158267022	2678	602	0.0231339445388585	31.0434099806414	3114	0.784291773660865
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220121	0.0616009177333035	0.829537872533547	2.91427210169786	81.2629887455842	1712	443	0.0257499086386088	31.0002291398516	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220123	0.0111597496984905	0.698814016993856	2.3292040639717	66.1869116054731	4554	232	0.0268442467782006	31.0292292858794	1	0.5
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220124	0.0331006759816228	0.498623175994726	0.587985047204711	48.6952413149993	4025	824	0.0216809610604832	31.051440091509	1	0.5
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220126	0.099707447216133	0.232261570339324	1.10234842464706	150.184959074249	2101	161	0.026426221915026	31.078843291902	17	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220127	0.046280185275391	0.703044738539029	0.965238490680349	198.057590800454	3750	297	0.0260811020809342	31.0819154938719	1	0.5
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220129	0.0853287264418032	0.433988766482798	4.18390181177529	31.3251546438551	1969	672	0.0278145333693828	31.0168181373941	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220132	0.0248095839383313	0.915118554059882	2.74145122573827	29.6037556559895	1748	529	0.0297595790096966	31.0718400686972	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220134	0.070559474239999	0.351816062617581	4.28339384998253	128.783625691722	271	375	0.0244636259591789	31.0676381722486	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220135	0.0539158399466396	0.669677511497866	0.140802288806299	39.5913230982842	556	266	0.0295627949538175	31.0252546249212	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220159	0.0571690168098576	0.632875833986327	3.78795830376475	14.5916116322041	2488	678	0.0227402879443252	31.0062931580018	3290	0.792057906103759
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220201	0.0730644837285945	0.800906372099416	2.1714709857406	107.081793811813	1495	486	0.0235956035108393	31.0926479498485	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220202	0.0648109475836827	0.31381390975439	1.85655966295599	0.0754437904106453	3221	135	0.0271746213042934	31.0393124163536	1	0.5
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220204	0.022624370950507	0.537505022628466	3.96136910570931	158.302327326965	3049	645	0.0283210419457464	31.0569560050251	1	0.5
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220207	0.0280931467256596	0.347033358202316	1.26907779686007	145.055793820939	455	325	0.0253235278870125	31.012843954064	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220208	0.0937249720856198	0.50823389677098	2.38781021267641	93.5505356348585	4346	1002	0.022020504575994	31.0440543325742	1	0.5
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220210	0.0132876836216747	0.796065979485866	2.58815260604024	184.730152717384	3316	412	0.0214256250640028	31.0331470846839	1	0.5
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220211	0.0673086731381773	0.205350287555484	4.48127885687427	180.940547850332	4971	355	0.0206077259210724	31.056140330973	1	0.5
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220213	0.0894457130912633	0.607152114069322	1.64915241526614	56.5193436268601	845	919	0.0202620404345362	31.0208510367025	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220214	0.0819650280154019	0.864289729978191	1.43158534381655	80.9354999495554	2895	89	0.0291419519203919	31.0641258275071	1	0.5
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220215	0.047207204811275	0.941406487626955	2.00339453600463	188.18847672519	3792	954	0.0289207605489355	31.0943595031822	1	0.5
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220219	0.0206335281090287	0.294101701577893	3.69267433921777	104.470100293111	1241	876	0.0207585257846222	31.0892195947825	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220220	0.0952628909488703	0.896725744829746	0.44831908751803	118.97831269016	4782	762	0.0251794367568073	31.012376566117	1	0.5
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220221	0.0580030317467754	0.976104830403347	0.904224205769424	73.9810640749056	132	174	0.0224288787094702	31.0036095856136	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220223	0.0508130835586781	0.41596278010984	3.21488459052489	19.9676384407212	4143	795	0.0286997062790033	31.0499446546222	1	0.5
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220225	0.0317540013131657	0.753706368268467	4.66005467216746	8.52105946105439	955	48	0.0240279005578486	31.085421401888	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220227	0.0425587917845405	0.251687046530424	0.211994980127201	172.435567888897	731	718	0.0273904963413952	31.0991156030919	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220228	0.0406283061856811	0.956455709441798	3.49921665852889	99.9410121410619	4435	970	0.0210161882481043	31.0623616401848	1	0.5
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220230	0.0873900568855606	0.741168397525325	4.84203034062375	164.898680475017	1334	512	0.0277951367737842	31.0220098968653	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220232	0.0180641568495776	0.468755511497147	0.758277663626359	52.8065404374502	3580	28	0.0230133657107217	31.0358746547608	1	0.5
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220235	0.0796355649647582	0.251258828788999	3.65902579759628	140.531762739769	1816	711	0.0244833482105641	31.067756693991	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220239	0.0407632095046164	0.626372970509106	2.52972647261476	74.5296095623053	1032	621	0.0264851907308757	31.054502184271	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220243	0.0571538734824535	0.711764166334005	1.3146595275014	106.706144086545	552	313	0.0215194805897082	31.0787584383077	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220247	0.0975903544476359	0.504102914684593	4.62793189287195	136.355931319303	2063	854	0.0226170704913897	31.0928653119892	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220250	0.0737352518082599	0.972702049602321	4.90095195530006	15.6225096172962	663	992	0.0298192328693529	31.0003230433443	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220253	0.0991504365866694	0.382609843540577	0.517433882115232	153.558934154877	1165	387	0.0252381882074696	31.0001190048527	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220256	0.0793126735239894	0.799236557233006	3.94643920938234	49.374133372006	602	295	0.0245463029133555	31.0056819260367	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220300	0.0813041699829144	0.461253320850533	1.43961140354318	37.3305036128526	1524	928	0.02906040345566	31.0287869176735	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220303	0.0782333319681406	0.768632875206539	0.971584728481804	123.952348810078	313	867	0.026488399336599	31.0195102592867	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220307	0.0476600659507377	0.430751149788604	3.9039278626285	23.5775113887809	1410	270	0.0281209471058765	31.0829372408802	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220310	0.0997601039716588	0.342403184717247	1.38239474946682	167.764464923214	2043	859	0.0250726098712246	31.042484072277	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220314	0.0393524702825208	0.994876752246983	4.97470115117687	13.8877625906242	1334	822	0.0249008096676947	31.0333102027602	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220319	0.0310082038779625	0.377184103391168	3.57602788669517	25.2159868771036	655	862	0.0233739073981099	31.087728231362	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220322	0.0744448834249313	0.240729703648334	0.716735418577839	104.272657161435	795	207	0.0240383850133183	31.0727924864222	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220326	0.0288981160090789	0.969521558522304	4.14187097522563	32.5005797954993	283	383	0.0282715831792243	31.0452727198486	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220329	0.0870323674316584	0.317785386292957	2.83973164703795	150.464224971321	2062	497	0.0248316786441366	31.0805253651849	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220333	0.0664794603363068	0.778105525735336	4.66864143123315	72.5509605913767	1685	983	0.0279833775226562	31.0652707200289	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220336	0.0742079280183292	0.392571747289749	0.524602087642682	122.860591190182	1617	108	0.0277065363073224	31.0294741915406	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220341	0.0135440775275917	0.923158243294378	0.740801051605135	56.2281580517698	1305	242	0.0262417538032547	31.0890866867514	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220344	0.0782129700828178	0.968850608510034	3.49223718218337	29.4209100972726	1304	400	0.0296141100271235	31.0172851446383	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220348	0.0606008966092956	0.455950693878846	4.45847781250918	140.594216602441	804	879	0.0224395661316897	31.0082680026781	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220352	0.0620452626558721	0.434053809327139	1.62557654140032	24.8527881828514	229	525	0.0262655433360183	31.0164604886839	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220356	0.0484352660410965	0.975251742084993	0.803764828045632	54.3853333200808	725	737	0.0242865980852685	31.0068523005578	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220359	0.0772010211965155	0.281698697215395	0.47748036891619	77.7037163553101	1925	890	0.026009147844178	31.0943586280441	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220403	0.0325993425532198	0.846524878057588	4.65945480709933	115.241515284334	746	532	0.0280710201488017	31.0936729110321	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220407	0.0933613215867375	0.489215204817352	4.19647065266958	77.7288210423302	1591	591	0.0268913322576265	31.0017178044014	1	1
lightgbm_BO	./datasets/dataset_caba.csv	20210731 220410	0.077837952050285	0.399811835934064	1.68055117472247	145.327639561949	688	707	0.0290107381672804	31.0252833669191	1	1
