script	dataset	fecha	learning_rate	feature_fraction	bagging_fraction	min_data_in_leaf	num_leaves	max_bin	best_iter	auc
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182237	0.0530681831104448	0.686392397914703	0.24473497258344	255	363	255.078730614817	114	0.847386256181292
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182240	0.065465031855274	0.42467259237698	0.759669238848922	311	268	255.025705758841	124	0.845433152363274
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182244	0.0672010393894743	0.607734928202505	0.698645612302547	388	261	255.035023073339	138	0.843494376707353
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182250	0.0489014030544786	0.523651755360576	0.533597039524466	121	136	255.057298608666	106	0.854424796201674
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182253	0.0827160552781425	0.765614365716465	0.913435750330488	336	216	255.045606609578	106	0.844549047889942
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182257	0.0560192177942372	0.455463855356599	0.379798973631114	226	284	255.047499686612	114	0.84804763722872
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182301	0.0955863049402251	0.719770404867207	0.276755543068672	172	51	255.060979948879	52	0.850013124278806
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182305	0.0389976844951161	0.959328532793249	0.407083494930218	285	21	255.018456458279	168	0.845928978661479
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182312	0.0338717486092355	0.556027742746907	0.845073425599064	367	318	255.07351985892	348	0.844988303714953
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182316	0.0905759570060764	0.994843642126458	0.362694634442839	204	386	255.064499353385	70	0.84832252657159
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182341	0.0134579811230651	0.236174765982044	0.948355404093551	64	389	255.024245711634	570	0.860696873317869
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182350	0.0257240250057657	0.781889106961899	0.582185586448759	126	497	255.084377351377	223	0.85565412563036
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182406	0.0598487752236542	0.49571984889141	0.469966270014023	43	415	255.006462974145	140	0.860439296214779
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182410	0.072534051243565	0.326935545487019	0.522689457253243	487	473	255.031149084613	203	0.84069446244878
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182417	0.0172387986831018	0.277987298097772	0.792730580681624	316	75	255.052936666786	503	0.846037849010064
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182425	0.0203277671904652	0.58583904892051	0.329018020032284	411	219	255.094441372185	463	0.844249197637226
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182433	0.0405603404119029	0.897013542374286	0.704542487921814	163	196	255.097905929293	218	0.852954982552444
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182436	0.098147509409755	0.811504662657778	0.60462266872637	243	162	255.013310510077	48	0.846266426116577
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182438	0.0775570182918455	0.391564936322781	0.228362166516793	418	72	255.081894013565	97	0.842575197181636
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182443	0.0874917278756038	0.357333241907569	0.991626226824398	91	462	255.069172306875	45	0.855581163627298
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182551	0.0234827805205714	0.914720621805948	0.80806185596933	19	109	255.010635702982	434	0.861182115362766
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182555	0.0314605877135182	0.636306463639873	0.895847325019228	445	339	255.00257677415	285	0.841657827733342
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182558	0.0756386229526834	0.848622143369478	0.646253726631403	465	430	255.089891918011	105	0.841211079864939
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182632	0.0446370262964047	0.213109737324218	0.439051601220854	35	132	255.038316761121	469	0.86238610457116
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182827	0.0201370183806661	0.201596778784018	0.579956515078172	0	215	255.02981571752	555	0.862163608903429
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182902	0.014771083681311	0.233142868932549	0.446219287801692	28	173	255.025836101021	386	0.864330461394055
lightgbm_BO	./datasets/dataset_caba.csv	20210801 182956	0.0100981605517989	0.298680267188488	0.248992152182954	29	138	255.005864661841	585	0.864164732899709
lightgbm_BO	./datasets/dataset_caba.csv	20210801 183041	0.0100320306296517	0.347185250741113	0.317789316838206	30	230	255.036330759043	444	0.863035212693677
lightgbm_BO	./datasets/dataset_caba.csv	20210801 183103	0.0101426400320794	0.201755869592244	0.474301007431482	29	35	255.002593829909	602	0.863372368120193
lightgbm_BO	./datasets/dataset_caba.csv	20210801 183137	0.0141507973191478	0.202733641843135	0.403235974729422	29	178	255.012362653844	377	0.861969457516029
lightgbm_BO	./datasets/dataset_caba.csv	20210801 183151	0.0194565009798615	0.433196484371446	0.219486606565775	33	13	255.025815300401	645	0.864452112042929
lightgbm_BO	./datasets/dataset_caba.csv	20210801 183205	0.012058723747112	0.288777398106043	0.624076407544495	21	10	255.027902782146	909	0.863776467021661
lightgbm_BO	./datasets/dataset_caba.csv	20210801 183302	0.013440067178294	0.82780022532244	0.214752832740607	29	77	255.000132760981	545	0.860860059234725
lightgbm_BO	./datasets/dataset_caba.csv	20210801 183321	0.0272111884590942	0.321655185761063	0.316879229529337	34	108	255.025695012339	181	0.862253666588286
lightgbm_BO	./datasets/dataset_caba.csv	20210801 183423	0.0101620845416175	0.40188501991202	0.490219527372052	27	167	255.055444883272	527	0.863241110495374
lightgbm_BO	./datasets/dataset_caba.csv	20210801 183550	0.0100040274727582	0.208061817358053	0.20113930570818	24	155	255.029897963826	892	0.863440521869871
lightgbm_BO	./datasets/dataset_caba.csv	20210801 183632	0.0100640492185708	0.388049450509782	0.234941827022613	26	74	255.024563074027	507	0.863475355474175
lightgbm_BO	./datasets/dataset_caba.csv	20210801 183643	0.0114318619548072	0.263191937023642	0.201243686867249	55	13	255.005804175583	539	0.86033010499098
lightgbm_BO	./datasets/dataset_caba.csv	20210801 183733	0.0204579981090694	0.214693399005516	0.577490583428579	30	360	255.026578123415	583	0.862556596138942
lightgbm_BO	./datasets/dataset_caba.csv	20210801 183759	0.0268031938959101	0.341230063541358	0.226347617161726	34	302	255.027595146502	244	0.862811346494786
lightgbm_BO	./datasets/dataset_caba.csv	20210801 183841	0.010138939341892	0.383090418116763	0.758412182558025	39	136	255.029467827773	519	0.863256900134652
lightgbm_BO	./datasets/dataset_caba.csv	20210801 183929	0.0141721969845842	0.557609191429004	0.49128558591397	31	177	255.033100762442	391	0.861081416291689
lightgbm_BO	./datasets/dataset_caba.csv	20210801 183951	0.0221723236721639	0.447683432760683	0.627512290067319	24	62	255.000160841241	248	0.863062508615961
lightgbm_BO	./datasets/dataset_caba.csv	20210801 184041	0.0102955149543821	0.236206927455552	0.774692919263416	24	106	255.051873056204	585	0.86398898937588
lightgbm_BO	./datasets/dataset_caba.csv	20210801 184255	0.0100526689798699	0.268314214969144	0.482459809353426	13	355	255.001459162991	656	0.863283399596482
lightgbm_BO	./datasets/dataset_caba.csv	20210801 184441	0.010021506918786	0.255254654681776	0.628718194763861	10	150	255.031822498026	766	0.863814841713901
lightgbm_BO	./datasets/dataset_caba.csv	20210801 184539	0.0101398741401064	0.437982803373958	0.202319281925695	35	247	255.034185523856	658	0.862845458869312
lightgbm_BO	./datasets/dataset_caba.csv	20210801 184553	0.014445133339583	0.233291027913623	0.235825186449009	6	10	255.077704923236	911	0.863711891943475
lightgbm_BO	./datasets/dataset_caba.csv	20210801 184643	0.0145326416002072	0.286776888901137	0.599696447503076	32	476	255.05861207924	546	0.863405619546425
lightgbm_BO	./datasets/dataset_caba.csv	20210801 184650	0.0496102005671231	0.257307333516931	0.202471575048723	13	16	255.021667859465	223	0.863778980060744
lightgbm_BO	./datasets/dataset_caba.csv	20210801 184704	0.0143683692698336	0.765713721572604	0.939097126560209	40	10	255.054381557439	603	0.862105698839051
lightgbm_BO	./datasets/dataset_caba.csv	20210801 184710	0.0674560265113263	0.48332143666218	0.238593728107988	30	10	255.063842187538	200	0.861710512008868
lightgbm_BO	./datasets/dataset_caba.csv	20210801 184758	0.0375965884164082	0.827780403431377	0.984456325130002	40	366	255.026975969731	449	0.860158079409767
lightgbm_BO	./datasets/dataset_caba.csv	20210801 184852	0.0103675008317614	0.287176769989378	0.938835098002235	30	332	255.030243838011	560	0.864215498732125
lightgbm_BO	./datasets/dataset_caba.csv	20210801 184937	0.0188272286723775	0.265835135400455	0.682288177892671	29	305	255.038194447473	442	0.863348383178377
lightgbm_BO	./datasets/dataset_caba.csv	20210801 185028	0.0100329643944278	0.366385482130747	0.99647946923039	31	488	255.026274224194	501	0.862503754894322
lightgbm_BO	./datasets/dataset_caba.csv	20210801 185047	0.0245836044822216	0.842132653111563	0.632340573646537	9	27	255.096805874456	304	0.863244583505871
lightgbm_BO	./datasets/dataset_caba.csv	20210801 185105	0.0435162300353303	0.758912657147669	0.508217812147248	0	33	255.070927450561	230	0.862451072798064
lightgbm_BO	./datasets/dataset_caba.csv	20210801 185110	0.0799620409514013	0.848634115447598	0.668023751409986	22	10	255.065834697591	146	0.861097788625831
lightgbm_BO	./datasets/dataset_caba.csv	20210801 185132	0.010291884563077	0.700274284899816	0.330341695472608	30	10	255.097631309395	1129	0.863307495210578
lightgbm_BO	./datasets/dataset_caba.csv	20210801 185222	0.0143708938630316	0.788329502114816	0.417074705780478	28	186	255.096638235227	338	0.860007524513708
lightgbm_BO	./datasets/dataset_caba.csv	20210801 185234	0.0254472135303501	0.683630662182101	0.631176120809374	14	10	255.022690455063	542	0.8630460754441
lightgbm_BO	./datasets/dataset_caba.csv	20210801 185243	0.034078067207934	0.649841163232166	0.453612819136029	41	10	255.044106886565	352	0.861798955928165
lightgbm_BO	./datasets/dataset_caba.csv	20210801 185349	0.0724771063369957	0.236544582427331	0.200616303915257	2	450	255.067402950662	358	0.858617691724549
lightgbm_BO	./datasets/dataset_caba.csv	20210801 185432	0.0104390186559884	0.425981995987086	0.96159713153736	41	333	255.099567079783	512	0.862504353321302
lightgbm_BO	./datasets/dataset_caba.csv	20210801 190026	0.0146249231833415	0.6801826602021	0.922911997200249	0	316	255.099952009148	1668	0.859958783661135
lightgbm_BO	./datasets/dataset_caba.csv	20210801 190037	0.0276834797118962	0.831411814179277	0.797870007715832	0	10	255.062619975384	431	0.862523829228532
lightgbm_BO	./datasets/dataset_caba.csv	20210801 190056	0.0136755729337947	0.73349049705084	0.866336015343188	13	10	255.096150596759	906	0.863406743061876
lightgbm_BO	./datasets/dataset_caba.csv	20210801 190107	0.030489241475867	0.936938650160397	0.413082585981068	0	10	255.095778081633	429	0.861783791958181
lightgbm_BO	./datasets/dataset_caba.csv	20210801 190125	0.0102377074879138	0.448265555220392	0.304441456273571	30	10	255.026818802696	926	0.862906098181372
