learning_rate	feature_fraction	bagging_fraction	min_data_in_leaf	num_leaves	max_bin	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	num_iterations	iteracion	script
0.0100980272680618	0.23340228817501	0.545575124698854	0	34	255.016580499493	0.866097450839785	155			38.7460000000001	-0.00015576751168258		0.959000000000742	infill_ei	1.8090000000002	0.000905362176872555	0.865381184281262	988	179	lightgbm_BO
0.0145683272608569	0.237963706061754	0.577924929677745	1	34	255.016361371636	0.866035442176615	162			25.4939999999997	-4.23533109858123e-05		0.555000000000291	infill_ei	1.76500000000033	0.000310616230698019	0.86587149063775	614	186	lightgbm_BO
0.0159441695418732	0.241416256433976	0.564093529898028	0	32	255.064510862416	0.866020492140876	163			18.5330000000004	-9.81346640423814e-06		1.10700000000088	infill_ei	1.92700000000059	0.0006309990702095	0.864983244703871	445	187	lightgbm_BO
0.0133818302984953	0.23685738671548	0.675817748933286	0	28	255.09271504215	0.865957661875692	185			25.1050000000014	-0.000168187688440456		1.45000000000073	infill_ei	1.97199999999975	0.000777876961182596	0.865753450199558	726	209	lightgbm_BO
0.0105911561554911	0.231435097922961	0.993666758000606	10	23	255.001160739063	0.865913335140842	107			22.8760000000002	-0.000677953043262646		1.09299999999985	infill_ei	1.51299999999992	0.00138007427293744	0.865737992804986	840	131	lightgbm_BO
0.0107435402293371	0.24472283332101	0.516109703478795	3	32	255.016544821964	0.865813952494904	161			25.0249999999996	-7.577529569056e-05		1.06400000000031	infill_ei	1.80000000000018	0.000330887643394817	0.865963716921631	686	185	lightgbm_BO
0.0100077460712485	0.227245044489313	0.915415716099451	18	21	255.000011422793	0.865569990127226	113			24.2160000000004	-0.000306788848731034		1.21800000000076	infill_ei	1.58600000000024	0.000502149677140316	0.866099137102314	994	137	lightgbm_BO
0.0143334671919943	0.236686264480076	0.547891361764101	17	38	255.007953793401	0.865499612569217	91			22.6799999999994	-0.000234701865615691		1.02999999999975	infill_ei	1.42600000000039	0.000457445997904883	0.865430823643345	554	115	lightgbm_BO
0.0109730538099968	0.22714288377877	0.998964758219455	16	17	255.016424557813	0.865469495765434	120			19.2690000000002	-0.000108183090986216		1.44799999999941	infill_ei	1.69999999999982	0.000495512780033651	0.865697372357561	927	144	lightgbm_BO
0.010008171952034	0.201206705240236	0.882589660920143	15	29	255.013623092446	0.865463612700305	158			26.357	-6.99118454471945e-05		1.14099999999962	infill_ei	1.82999999999993	0.000465252220719647	0.865785707369608	885	182	lightgbm_BO
0.0100991890681932	0.23588490451481	0.975371396175811	11	45	255.005317859283	0.865439148376239	121			31.7219999999998	-6.62175895723311e-05		1.62100000000009	infill_ei	1.47000000000025	0.000273809993094637	0.865812713644068	672	145	lightgbm_BO
0.0113575277331192	0.356987291121837	0.501209272795547	28	11	255.099715535198	0.865334475039133	60			19.6200000000003	-0.000140104633187219		0.850999999999658	infill_ei	1.21799999999985	0.000583593847163243	0.864500949237108	1186	84	lightgbm_BO
0.0398456998959044	0.601179120750108	0.987925562813116	0	29	255.011831726755	0.865171001523897	78			11.1590000000001	-2.53423090719146e-05		1.096	infill_ei	1.35100000000011	0.00244492803227482	0.860628767132888	173	102	lightgbm_BO
0.0101601925000461	0.626746267196522	0.767861704425182	15	38	255.045153404891	0.865092814819431	168			38.1549999999998	-0.00011550764772464		2.07000000000062	infill_ei	1.90300000000025	0.0009057662219723	0.865403411431912	651	192	lightgbm_BO
0.020183691280726	0.573804863234447	0.68260733319928	0	41	255.086273377377	0.865003650233582	148			28.5789999999997	-0.000160179851669905		0.828000000000429	infill_ei	1.97599999999966	0.00129058050026292	0.864904379290257	407	172	lightgbm_BO
0.0159117046882543	0.602430783957528	0.679467871955235	17	35	255.092654898565	0.864917121472307	178			28.4349999999995	-3.25155916332853e-05		1.50400000000082	infill_ei	2.00699999999961	0.000605926821692936	0.865357254550471	527	202	lightgbm_BO
0.0105141382989531	0.203316375621013	0.998394599552693	6	24	255.064113982561	0.864832554278189	147			22.7739999999994	-0.000256729878632208		1.01800000000003	infill_ei	1.75	0.00112543103015974	0.865455551661602	829	171	lightgbm_BO
0.0302083669691676	0.201008791145959	0.654679912802528	0	36	255.036025490654	0.864781283725231	180			16.0380000000005	-9.77778916592409e-06		1.53400000000147	infill_ei	1.95399999999972	0.000845426433226884	0.864505892042711	336	204	lightgbm_BO
0.0215441882775126	0.396161427394626	0.740896389086153	16	11	255.093275547831	0.864742500826347	136			9.50700000000052	-3.64681521480039e-05		1.10300000000007	infill_ei	1.76299999999992	0.000763725344632012	0.864937680370966	497	160	lightgbm_BO
0.0100749815799189	0.343922606155267	0.628390734350176	22	25	255.099285136224	0.864718308891693	59			18.759	-0.000175237771461918		0.657000000000153	infill_ei	1.26700000000028	0.0010337268002266	0.86400216252553	582	83	lightgbm_BO
0.0155408720149656	0.315297221674877	0.456519720055175	10	10	255.096797704706	0.86461920955352	52			13.2909999999997	-0.00111945970043231		0.789999999999964	infill_ei	1.22600000000011	0.00134324912181804	0.865375539787525	860	76	lightgbm_BO
0.0105845446664623	0.55551393739024	0.80711211839052	23	28	255.080576097409	0.864570795726223	172			30.576	-8.16364438476359e-05		1.1220000000003	infill_ei	2.02899999999954	0.000841899361781147	0.865323675906042	716	196	lightgbm_BO
0.0217887939839928	0.449783705324471	0.58662256809489	8	38	255.097761180858	0.864542465759591	152			20.0219999999999	-0.000156456574001572		1.09199999999964	infill_ei	1.875	0.000904876850804624	0.865384240024124	340	176	lightgbm_BO
0.0194565009798615	0.433196484371446	0.219486606565775	33	13	255.025815300401	0.864452112042929	7			13.264	-0.00212265510267024		0.0550000000000637	infill_ei	1.03099999999995	0.00147379550944052	0.866399538935721	645	31	lightgbm_BO
0.0121035081846076	0.51992885400947	0.200030661660461	27	11	255.086097881265	0.864451914652484	191			17.0399999999991	-3.23901957284472e-05		1.47900000000118	infill_ei	1.98300000000017	0.00100731868176222	0.864627743135037	868	215	lightgbm_BO
0.0130550967169063	0.237708159134795	0.883098195983823	13	17	255.065883591634	0.864440581115975	186			14.2139999999999	-9.63602906372506e-05		1.79900000000089	infill_ei	2.01599999999962	0.000634722613899738	0.865676046905495	635	210	lightgbm_BO
0.011926192706455	0.228190734863401	0.773024065358033	13	10	255.003006520722	0.864422384992423	123			17.8440000000001	-0.000108576827619946		1.64300000000003	infill_ei	1.7470000000003	0.000501059439143244	0.86569248280041	1293	147	lightgbm_BO
0.014771083681311	0.233142868932549	0.446219287801692	28	173	255.025836101021	0.864330461394055	2			34.506	-0.000457319237815013		0.117999999999938	infill_ei	0.423000000000002	0.000753143628002912	0.862660401833126	386	26	lightgbm_BO
0.0105945344992303	0.233729227370915	0.998805209927118	23	166	255.00068251091	0.864259446178969	114			73.1279999999997	-0.000161107603605829		1.06400000000031	infill_ei	1.60600000000068	0.00083982752664786	0.865477009560632	692	138	lightgbm_BO
0.0183253002210745	0.284887279914807	0.461473581488535	14	13	255.075701309689	0.864244185177853	57			10.3620000000001	-0.000336768492533253		0.802000000000135	infill_ei	1.22499999999991	0.000487859082525426	0.864857834297683	535	81	lightgbm_BO
0.0103675008317614	0.287176769989378	0.938835098002235	30	332	255.030243838011	0.864215498732125	30			52.3330000000001	-0.000147789841588543		0.346000000000004	infill_ei	1.23000000000002	0.00119219140421048	0.863519252996028	560	54	lightgbm_BO
0.0271737070702057	0.202747137202038	0.999926742062136	3	29	255.00154676753	0.864202772795728	182			17.4759999999988	-0.00013384063641934		1.39799999999923	infill_ei	1.95700000000033	0.000548492581277294	0.865899225781271	531	206	lightgbm_BO
0.0100981605517989	0.298680267188488	0.248992152182954	29	138	255.005864661841	0.864164732899709	3			52.951	-0.000416138779596256		0.104000000000042	infill_ei	1.04000000000008	0.00090622496839451	0.864434881348241	585	27	lightgbm_BO
0.0104838463354975	0.358260366726914	0.267504884933738	21	459	255.04305853495	0.864117805545295	141			123.939	-1.41775359858527e-05		0.889999999999418	infill_ei	1.86599999999999	0.00167340618557201	0.862565165062661	796	165	lightgbm_BO
0.0101998320743096	0.315527246910453	0.50267278315339	31	12	255.099495654233	0.864093106014595	61			18.281	-9.50896824332376e-05		0.809000000000197	infill_ei	1.38499999999976	0.000249136243995057	0.865325750568537	1080	85	lightgbm_BO
0.0418072673508403	0.229210080440543	0.922898712324367	0	11	255.015392691917	0.864027976782395	118			6.02800000000025	-7.8227273229012e-05		2.11599999999999	infill_ei	1.63200000000052	0.00097582263464826	0.864917837645241	331	142	lightgbm_BO
0.0111417653579679	0.600037609557916	0.726639217776624	0	18	255.058436861276	0.864019186622638	176			26.8760000000002	-6.14506503628724e-05		1.47199999999975	infill_ei	1.94100000000071	0.000587312724734615	0.865582052743093	823	200	lightgbm_BO
0.0201522780495137	0.412070169137121	0.994181673265591	0	13	255.009075693638	0.864010935181776	112			14.3179999999993	-0.000385116086060929		1.11899999999969	infill_ei	1.57499999999982	0.00150396329444255	0.865419450568055	600	136	lightgbm_BO
0.0376830707264449	0.313858911184896	0.310751768447755	21	512	255.08126934672	0.864002981663522	200			43.9619999999995	-3.85603394406014e-06		2.13999999999942	infill_ei	2.01500000000124	0.0012557112672451	0.863134514856864	299	224	lightgbm_BO
0.0102955149543821	0.236206927455552	0.774692919263416	24	106	255.051873056204	0.86398898937588	20			49.567	-0.000984151124813486		0.156999999999925	infill_ei	0.848999999999933	0.00119825458554507	0.865256608121243	585	44	lightgbm_BO
0.0162324647743507	0.259727102735424	0.495417085598339	27	144	255.078624225889	0.863967528426587	47			48.6880000000001	-0.000869704856348673		0.452999999999975	infill_ei	1.15100000000029	0.000867288741652195	0.865235173608388	482	71	lightgbm_BO
0.0238423686065877	0.448531321511997	0.200482764267298	12	10	255.013507639519	0.86391694816479	50			10.1860000000001	-0.000774434106538518		0.384999999999764	infill_ei	0.553000000000338	0.000906614748609513	0.86510024560014	538	74	lightgbm_BO
0.010415619944244	0.299805120755181	0.456885296567984	5	119	255.095280260567	0.863897308858437	58			74.489	-0.000192629419542247		0.746000000000095	infill_ei	1.36699999999973	0.000747742164090463	0.86437676880521	577	82	lightgbm_BO
0.0199219571438034	0.329909642735241	0.628789520224545	17	345	255.084223321651	0.863822302339957	175			74.8249999999989	-9.00561567850537e-06		2.09299999999894	infill_ei	1.91799999999967	0.00109417754466559	0.863896407387229	443	199	lightgbm_BO
0.010021506918786	0.255254654681777	0.628718194763861	10	150	255.031822498026	0.863814841713901	22			104.038	-0.001166923475394		0.0860000000000127	infill_ei	1.02499999999986	0.000632854509655601	0.865610676018811	766	46	lightgbm_BO
0.0496102005671231	0.257307333516931	0.202471575048723	13	16	255.021667859465	0.863778980060744	26			5.98300000000018	-0.000247965022326441		0.52800000000002	infill_ei	1.06500000000005	0.0013569293764412	0.863705492263752	223	50	lightgbm_BO
0.012058723747112	0.288777398106043	0.624076407544495	21	10	255.027902782146	0.863776467021661	8			13.3729999999999	-0.002830388991849		0.05600000000004	infill_ei	0.760999999999967	0.000956108050577019	0.867282080327276	909	32	lightgbm_BO
0.0308311845308815	0.23527395331633	0.443464276629921	14	38	255.000489999269	0.863768096716695	93			9.59699999999975	-6.0551600769588e-05		1.70399999999972	infill_ei	1.47500000000036	0.000529267420379357	0.865061427041992	185	117	lightgbm_BO
0.0158934020593624	0.594215236662154	0.936643260943189	0	108	255.018078839946	0.863742029240574	85			93.6990000000001	-0.000387265652460074		0.760000000000218	infill_ei	1.38700000000017	0.000921772659587502	0.865372899269189	547	109	lightgbm_BO
0.014445133339583	0.233291027913623	0.235825186449009	6	10	255.077704923236	0.863711891943475	24			13.03	-0.000598293639006813		0.240999999999985	infill_ei	1.06600000000003	0.00182265740567006	0.864178015910058	911	48	lightgbm_BO
0.049847190198488	0.415044473640684	0.204881629847594	16	144	255.094655873388	0.863677586121902	62			40.5519999999997	-0.000387890759830537		0.778999999999996	infill_ei	1.27800000000025	0.00148985584399278	0.864862324818123	247	86	lightgbm_BO
0.0381400870260689	0.362419327216758	0.55706702069785	23	331	255.000547083653	0.863663867042014	174			42.746000000001	-9.74826356760421e-06		2.60000000000036	infill_ei	1.92900000000009	0.00114940619944559	0.863798154568745	301	198	lightgbm_BO
0.0101118574946775	0.233666865120925	0.998703766150016	23	10	255.000155541664	0.863642504902485	124			15.5219999999999	-0.000119203322887793		1.20899999999983	infill_ei	1.7519999999995	0.000395973816471752	0.865828592776664	1149	148	lightgbm_BO
0.0195322384973334	0.235250450386294	0.543978886629954	18	116	255.031001096725	0.863605092791194	146			58.3419999999997	-7.58140376779134e-05		1.1880000000001	infill_ei	1.78999999999996	0.00050248409126147	0.865577865517872	579	170	lightgbm_BO
0.049153162126789	0.246482035143593	0.615704864418553	20	208	255.0047769788	0.863553072006246	129			60.1750000000002	-1.64366007241714e-05		1.52399999999943	infill_ei	1.71399999999994	0.00106439301228525	0.86403081568721	479	153	lightgbm_BO
0.0445791116833994	0.333631661872048	0.652193272589438	21	512	255.004153955173	0.86353730695192	55			53.3030000000003	-6.82830457982245e-05		0.592999999999847	infill_ei	1.37899999999991	0.00177136349350151	0.862179678695729	359	79	lightgbm_BO
0.0224867834199871	0.623086535894847	0.202260411168503	15	26	255.099231569658	0.863512813395939	198			18.3199999999997	-1.66223158647603e-06		1.85699999999997	infill_ei	2.05099999999948	0.000841241477322308	0.863990500676966	419	222	lightgbm_BO
0.0100640492185708	0.388049450509782	0.234941827022614	26	74	255.024563074027	0.863475355474175	13			40.7450000000001	-0.000508652752562647		0.0779999999999745	infill_ei	0.937000000000126	0.000450716189737099	0.864926875996953	507	37	lightgbm_BO
0.0484937146316905	0.363074528270207	0.584615839790307	24	415	255.099365277554	0.86347081622652	66			31.9110000000001	-0.000344099294185949		0.769000000000233	infill_ei	1.29500000000007	0.0014351729368519	0.864798687525991	208	90	lightgbm_BO
0.0294594815612523	0.306713487285337	0.747928818140983	13	12	255.000789346979	0.863466318567573	54			7.16600000000017	-0.000195316316804392		1.04500000000007	infill_ei	1.23599999999988	0.00157118392704264	0.863392306514949	335	78	lightgbm_BO
0.0104082425565845	0.368641090368987	0.756433289290483	20	511	255.093416898261	0.863464041680415	194			92.6540000000005	-2.29146097922078e-06		1.55599999999868	infill_ei	2.02300000000105	0.00132331721814257	0.862727132509756	631	218	lightgbm_BO
0.0100040274727582	0.208061817358053	0.20113930570818	24	155	255.029897963826	0.863440521869871	12			86.0989999999999	-0.00126134157196706		0.0850000000000364	infill_ei	1.096	0.00111911035923632	0.865629030982233	892	36	lightgbm_BO
0.0136755729337947	0.73349049705084	0.866336015343188	13	10	255.096150596759	0.863406743061876	44			17.0209999999997	-0.000133005463842383		0.484999999999673	infill_ei	1.17300000000023	0.00115979189155269	0.863493466785114	906	68	lightgbm_BO
0.0145326416002072	0.286776888901137	0.599696447503077	32	476	255.05861207924	0.863405619546425	25			47.7649999999999	-0.000245862509033124		0.340000000000146	infill_ei	1.20299999999997	0.00163898916063713	0.863352220520698	546	49	lightgbm_BO
0.0106725427052885	0.291244779436904	0.500664381969348	29	294	255.03381634104	0.863396163417165	51			35.0050000000001	-0.00045535541153758		0.588000000000193	infill_ei	1.24200000000019	0.000566861266167948	0.864818982276311	339	75	lightgbm_BO
0.0111248322862563	0.808794867229242	0.999639651580062	15	53	255.028179359378	0.863384437031613	173			49.1490000000013	-3.8382365675847e-05		1.99299999999857	infill_ei	1.91400000000067	0.00122564704929757	0.864294810974369	585	197	lightgbm_BO
0.0329469274484174	0.351229646644567	0.204514916614375	0	12	255.056054184673	0.863378548746285	70			9.38000000000011	-8.90277713814505e-05		0.964999999999691	infill_ei	1.38200000000006	0.0011864446819779	0.864083498067435	439	94	lightgbm_BO
0.0369517641311859	0.295639466114556	0.20055789587647	13	191	255.048746119265	0.86337367683881	130			68.9099999999999	-7.32981857346185e-05		0.976999999999862	infill_ei	1.65300000000025	0.000990809824484079	0.864861395831839	413	154	lightgbm_BO
0.0101426400320794	0.201755869592244	0.474301007431482	29	35	255.002593829909	0.863372368120194	5			21.4839999999999	-0.000649143326335769		0.0629999999999882	infill_ei	1.01400000000001	0.000690054302963294	0.864900374402483	602	29	lightgbm_BO
0.0360754824088049	0.6937524949015	0.201725772709024	10	10	255.054231539349	0.863351477295022	67			8.05899999999974	-0.000110752648257279		0.958000000000084	infill_ei	1.30999999999995	0.00175334680159481	0.863332923303352	358	91	lightgbm_BO
0.0607470053966674	0.228166990923579	0.931317173008734	20	11	255.002935012289	0.863351196376488	63			4.13499999999976	-0.000119867039721212		1.09900000000016	infill_ei	1.29100000000017	0.00155261675831241	0.863720200869429	213	87	lightgbm_BO
0.0188272286723775	0.265835135400455	0.682288177892671	29	305	255.038194447473	0.863348383178377	31			43.5200000000002	-0.000175089969251416		0.460000000000036	infill_ei	1.09500000000003	0.000539210607044171	0.864366674780674	442	55	lightgbm_BO
0.0169079261227256	0.610369461504696	0.200527072301114	0	11	255.029479874179	0.863322912125825	98			16.2340000000004	-4.5108948054783e-05		1.07600000000002	infill_ei	1.5	0.00136691086435781	0.863521069247577	719	122	lightgbm_BO
0.0121032581606768	0.334192429461414	0.361198387673544	22	399	255.099949256045	0.863310055541221	149			78.2150000000002	-0.000153521845942253		2.03799999999956	infill_ei	1.83200000000033	0.00163523200409109	0.864381899018482	592	173	lightgbm_BO
0.010291884563077	0.700274284899816	0.330341695472608	30	10	255.097631309395	0.863307495210578	36			19.5410000000002	-0.00013619849954476		0.603999999999815	infill_ei	1.17999999999984	0.00255388690975645	0.861324621436498	1129	60	lightgbm_BO
0.0100526689798699	0.268314214969144	0.482459809353426	13	355	255.001459162992	0.863283399596482	21			132.681	-0.000515243073449598		0.337999999999965	infill_ei	1.05500000000006	0.00119920551310018	0.864524049561204	656	45	lightgbm_BO
0.0440448671151228	0.562437468010641	0.880073241958058	0	20	255.020251056821	0.86327302277325	82			9.94300000000021	-0.000217749739542346		0.911000000000058	infill_ei	1.54700000000003	0.00103229591332102	0.86486126705868	242	106	lightgbm_BO
0.010138939341892	0.383090418116763	0.758412182558025	39	136	255.029467827773	0.863256900134652	17			41.134	-0.000370371438459812		0.22199999999998	infill_ei	0.835000000000036	0.00245448360409363	0.862813613076983	519	41	lightgbm_BO
0.0245836044822216	0.842132653111563	0.632340573646537	9	27	255.096805874456	0.863244583505871	33			17.1970000000001	-0.000144666898791495		0.666999999999916	infill_ei	1.10000000000036	0.00304743560359244	0.860550577971238	304	57	lightgbm_BO
0.0101620845416175	0.40188501991202	0.490219527372052	27	167	255.055444883272	0.863241110495374	11			60.4649999999999	-0.00125615661682595		0.210000000000036	infill_ei	1.07600000000002	0.00109788423116469	0.865628604878375	527	35	lightgbm_BO
0.0195083406835065	0.369690819933321	0.455739487293985	19	490	255.034844732599	0.863181793380287	144			104.242999999999	-8.24213418948017e-06		1.29700000000048	infill_ei	1.86999999999989	0.00096388041918277	0.863988120673368	423	168	lightgbm_BO
0.02102215973279	0.479944987404867	0.651666027577255	19	435	255.098799391817	0.86310273992015	127			78.7330000000002	-1.17398226338362e-05		1.42100000000028	infill_ei	1.68099999999959	0.00138672989922239	0.863138357400764	428	151	lightgbm_BO
0.0106294900861016	0.212064055798877	0.957810894464178	17	389	255.068602020806	0.863073847428634	56			81.7440000000002	-0.00011349709630708		0.894000000000233	infill_ei	1.20900000000029	0.00148260728240151	0.863071236868521	588	80	lightgbm_BO
0.0191330675753542	0.882284624702969	0.450898466783455	27	10	255.086061516598	0.863070310312733	133			12.0459999999994	-6.13896656745063e-06		1.4350000000004	infill_ei	1.80499999999938	0.00127312793489786	0.863106461008856	573	157	lightgbm_BO
0.0221723236721639	0.447683432760683	0.627512290067319	24	62	255.000160841241	0.863062508615961	19			20.6210000000001	-0.000936138605194687		0.278999999999996	infill_ei	1.10400000000004	0.00158712927246225	0.864986842299274	248	43	lightgbm_BO
0.0254472135303502	0.683630662182102	0.631176120809374	14	10	255.022690455063	0.8630460754441	38			10.3270000000002	-0.000267147125972805		0.532000000000153	infill_ei	1.13400000000001	0.00192839165749314	0.863067194291496	542	62	lightgbm_BO
0.0100320306296517	0.347185250741113	0.317789316838206	30	230	255.036330759043	0.863035212693677	4			43.8789999999999	-0.00027021594132001		0.11200000000008	infill_ei	0.932999999999993	0.00079752981209637	0.864229460503227	444	28	lightgbm_BO
0.0627081914795559	0.241759643706838	0.998830381658867	17	349	255.024716892082	0.8630131907808	77			44.5740000000001	-8.9807563180059e-05		0.95699999999988	infill_ei	1.36200000000008	0.00148064285894282	0.863614414723226	240	101	lightgbm_BO
0.0130207209966062	0.344894550482438	0.201801804015694	23	399	255.009507676524	0.862980286331971	150			46.3450000000003	-5.96180138431595e-05		1.77199999999993	infill_ei	1.87100000000009	0.0015795194366307	0.863722803086905	339	174	lightgbm_BO
0.0203106302884793	0.421291275976834	0.31419309005217	21	10	255.097186312142	0.862962407568801	65			9.93599999999969	-0.00105487296745857		0.717000000000098	infill_ei	1.2829999999999	0.00091945292719785	0.866323104703979	571	89	lightgbm_BO
